bookmarked_at,BookmarkedAt,post_url,PostUrl,post_title,PostTitle
"June 8, 2020 at 10:44PM","June 8, 2020 at 10:44PM",https://towardsdatascience.com/how-to-automate-financial-data-collection-with-python-using-tiingo-api-and-google-cloud-platform-b11d8c9afaa1?source=ifttt--------------2,https://towardsdatascience.com/how-to-automate-financial-data-collection-with-python-using-tiingo-api-and-google-cloud-platform-b11d8c9afaa1?source=ifttt--------------2,How to automate financial data collection with Python using Tiingo API and Google Cloud Platform,How to automate financial data collection with Python using Tiingo API and Google Cloud Platform
"June 9, 2020 at 12:25AM","June 9, 2020 at 12:25AM",https://towardsdatascience.com/3-lines-of-python-code-to-write-a-web-server-46a109666dbf?source=ifttt--------------2,https://towardsdatascience.com/3-lines-of-python-code-to-write-a-web-server-46a109666dbf?source=ifttt--------------2,3 Lines of Python Code to Write A Web Server,3 Lines of Python Code to Write A Web Server
"June 9, 2020 at 12:37AM","June 9, 2020 at 12:37AM",https://medium.com/python-in-plain-english/from-python-to-tableau-fast-and-simple-visualizations-fe772aa83220?source=ifttt--------------2,https://medium.com/python-in-plain-english/from-python-to-tableau-fast-and-simple-visualizations-fe772aa83220?source=ifttt--------------2,From Python to Tableau --Fast and Simple Visualizations,From Python to Tableau --Fast and Simple Visualizations
"June 11, 2020 at 01:34AM","June 11, 2020 at 01:34AM",https://levelup.gitconnected.com/what-programmers-say-vs-what-they-actually-mean-2ae79fd6dfc8?source=ifttt--------------2,https://levelup.gitconnected.com/what-programmers-say-vs-what-they-actually-mean-2ae79fd6dfc8?source=ifttt--------------2,What Programmers Say vs. What They Actually Mean,What Programmers Say vs. What They Actually Mean
"June 12, 2020 at 11:32PM","June 12, 2020 at 11:32PM",https://medium.com/analytics-vidhya/python-decorators-a-weapon-to-be-mastered-be310b519ac5?source=ifttt--------------2,https://medium.com/analytics-vidhya/python-decorators-a-weapon-to-be-mastered-be310b519ac5?source=ifttt--------------2,Python Decorators- A Weapon To Be Mastered,Python Decorators- A Weapon To Be Mastered
"June 14, 2020 at 12:07AM","June 14, 2020 at 12:07AM",https://medium.com/better-programming/4-books-every-it-professional-should-read-and-why-b50628175372?source=ifttt--------------2,https://medium.com/better-programming/4-books-every-it-professional-should-read-and-why-b50628175372?source=ifttt--------------2,4 Books Everyone in Tech Should Read and Why,4 Books Everyone in Tech Should Read and Why
"June 14, 2020 at 12:34AM","June 14, 2020 at 12:34AM",https://medium.com/better-programming/build-and-dockerize-a-blogging-api-with-deno-oak-and-mysql-f2e4ecafaf6c?source=ifttt--------------2,https://medium.com/better-programming/build-and-dockerize-a-blogging-api-with-deno-oak-and-mysql-f2e4ecafaf6c?source=ifttt--------------2,"Build and Dockerize a Blogging API With Deno, Oak, and MySQL","Build and Dockerize a Blogging API With Deno, Oak, and MySQL"
"June 14, 2020 at 06:50AM","June 14, 2020 at 06:50AM",https://medium.com/botsbrasil/como-implementar-um-chatbot-no-whatsapp-b8e63dada23e?source=ifttt--------------2,https://medium.com/botsbrasil/como-implementar-um-chatbot-no-whatsapp-b8e63dada23e?source=ifttt--------------2,Como Implementar um Chatbot no WhatsApp,Como Implementar um Chatbot no WhatsApp
"June 18, 2020 at 12:02AM","June 18, 2020 at 12:02AM",https://medium.com/better-programming/modeling-typescript-interfaces-to-support-angular-http-requests-add452e15b7f?source=ifttt--------------2,https://medium.com/better-programming/modeling-typescript-interfaces-to-support-angular-http-requests-add452e15b7f?source=ifttt--------------2,Modeling Typescript Interfaces to support Angular HTTP requests,Modeling Typescript Interfaces to support Angular HTTP requests
"June 18, 2020 at 12:10AM","June 18, 2020 at 12:10AM",https://medium.com/swlh/python-yaml-configuration-with-environment-variables-parsing-77930f4273ac?source=ifttt--------------2,https://medium.com/swlh/python-yaml-configuration-with-environment-variables-parsing-77930f4273ac?source=ifttt--------------2,Python YAML configuration with environment variables parsing,Python YAML configuration with environment variables parsing
"June 21, 2020 at 11:58PM","June 21, 2020 at 11:58PM",https://medium.com/swlh/stop-using-if-else-statements-f4d2323e6e4?source=ifttt--------------2,https://medium.com/swlh/stop-using-if-else-statements-f4d2323e6e4?source=ifttt--------------2,Stop Using If-Else Statements,Stop Using If-Else Statements
"June 22, 2020 at 12:00AM","June 22, 2020 at 12:00AM",https://medium.com/swlh/handling-exceptions-in-python-a-cleaner-way-using-decorators-fae22aa0abec?source=ifttt--------------2,https://medium.com/swlh/handling-exceptions-in-python-a-cleaner-way-using-decorators-fae22aa0abec?source=ifttt--------------2,"Handling exceptions in Python a cleaner way, using Decorators","Handling exceptions in Python a cleaner way, using Decorators"
"June 22, 2020 at 12:01AM","June 22, 2020 at 12:01AM",https://towardsdatascience.com/fastapi-cloud-database-loading-with-python-1f531f1d438a?source=ifttt--------------2,https://towardsdatascience.com/fastapi-cloud-database-loading-with-python-1f531f1d438a?source=ifttt--------------2,Building a Data API with FastAPI and SQLAlchemy,Building a Data API with FastAPI and SQLAlchemy
"June 24, 2020 at 10:06PM","June 24, 2020 at 10:06PM",https://medium.com/poka-techblog/simplify-your-javascript-use-map-reduce-and-filter-bd02c593cc2d?source=ifttt--------------2,https://medium.com/poka-techblog/simplify-your-javascript-use-map-reduce-and-filter-bd02c593cc2d?source=ifttt--------------2,"Simplify your JavaScript - Use .map(), .reduce(), and .filter()","Simplify your JavaScript - Use .map(), .reduce(), and .filter()"
"June 24, 2020 at 10:09PM","June 24, 2020 at 10:09PM",https://towardsdatascience.com/introduction-to-datapane-a-python-library-to-build-interactive-reports-4593fd3cb9c8?source=ifttt--------------2,https://towardsdatascience.com/introduction-to-datapane-a-python-library-to-build-interactive-reports-4593fd3cb9c8?source=ifttt--------------2,Introduction to Datapane: A Python Library to Build Interactive Reports,Introduction to Datapane: A Python Library to Build Interactive Reports
"June 25, 2020 at 12:18AM","June 25, 2020 at 12:18AM",https://levelup.gitconnected.com/dockerizing-a-flask-application-with-a-postgres-database-b5e5bfc24848?source=ifttt--------------2,https://levelup.gitconnected.com/dockerizing-a-flask-application-with-a-postgres-database-b5e5bfc24848?source=ifttt--------------2,Dockerizing a Flask application with a Postgres Database,Dockerizing a Flask application with a Postgres Database
"June 25, 2020 at 12:19AM","June 25, 2020 at 12:19AM",https://towardsdatascience.com/decorators-in-python-fundamentals-for-data-scientists-eada7f4eba85?source=ifttt--------------2,https://towardsdatascience.com/decorators-in-python-fundamentals-for-data-scientists-eada7f4eba85?source=ifttt--------------2,Decorators in Python: Fundamentals for Data Scientists,Decorators in Python: Fundamentals for Data Scientists
"June 27, 2020 at 02:44AM","June 27, 2020 at 02:44AM",https://medium.com/nightingale/what-data-visualisation-experts-wish-they-knew-when-they-first-started-e9bd4906d25?source=ifttt--------------2,https://medium.com/nightingale/what-data-visualisation-experts-wish-they-knew-when-they-first-started-e9bd4906d25?source=ifttt--------------2,What Data Visualisation Experts Wish They Knew When They First Started,What Data Visualisation Experts Wish They Knew When They First Started
"July 2, 2020 at 11:55PM","July 2, 2020 at 11:55PM",https://medium.com/nightingale/creating-comic-book-people-using-power-bi-f757397126a3?source=ifttt--------------2,https://medium.com/nightingale/creating-comic-book-people-using-power-bi-f757397126a3?source=ifttt--------------2,Creating Comic Book People Using Power BI,Creating Comic Book People Using Power BI
"July 5, 2020 at 11:00PM","July 5, 2020 at 11:00PM",https://towardsdatascience.com/mastering-statistics-with-pandas-ce7580971072?source=ifttt--------------2,https://towardsdatascience.com/mastering-statistics-with-pandas-ce7580971072?source=ifttt--------------2,Mastering Statistics with Pandas,Mastering Statistics with Pandas
"July 5, 2020 at 11:01PM","July 5, 2020 at 11:01PM",https://towardsdatascience.com/tableau-unleashing-the-power-of-visual-analytics-3376ccf0c1f8?source=ifttt--------------2,https://towardsdatascience.com/tableau-unleashing-the-power-of-visual-analytics-3376ccf0c1f8?source=ifttt--------------2,Tableau: Unleashing the Power of Visual Analytics,Tableau: Unleashing the Power of Visual Analytics
"July 5, 2020 at 11:16PM","July 5, 2020 at 11:16PM",https://medium.com/@jamesweee/using-vue-js-single-file-component-without-module-bundlers-aea58d892ad9?source=ifttt--------------2,https://medium.com/@jamesweee/using-vue-js-single-file-component-without-module-bundlers-aea58d892ad9?source=ifttt--------------2,Using Vue.js Single File Component Without Module Bundlers,Using Vue.js Single File Component Without Module Bundlers
"July 5, 2020 at 11:17PM","July 5, 2020 at 11:17PM",https://medium.com/nightingale/seven-different-ways-to-display-likert-scale-data-d0c1c9a9ad59?source=ifttt--------------2,https://medium.com/nightingale/seven-different-ways-to-display-likert-scale-data-d0c1c9a9ad59?source=ifttt--------------2,Seven Different Ways to Display Likert Scale Data,Seven Different Ways to Display Likert Scale Data
"July 5, 2020 at 11:17PM","July 5, 2020 at 11:17PM",https://towardsdatascience.com/plotting-in-pandas-just-got-prettier-289d0e0fe5c0?source=ifttt--------------2,https://towardsdatascience.com/plotting-in-pandas-just-got-prettier-289d0e0fe5c0?source=ifttt--------------2,Plotting in Pandas Just Got Prettier,Plotting in Pandas Just Got Prettier
"July 5, 2020 at 11:18PM","July 5, 2020 at 11:18PM",https://towardsdatascience.com/making-matplotlib-beautiful-by-default-d0d41e3534fd?source=ifttt--------------2,https://towardsdatascience.com/making-matplotlib-beautiful-by-default-d0d41e3534fd?source=ifttt--------------2,Making Matplotlib Beautiful By Default,Making Matplotlib Beautiful By Default
"July 5, 2020 at 11:36PM","July 5, 2020 at 11:36PM",https://towardsdatascience.com/20-best-vs-code-extensions-for-productive-web-development-in-2020-95bf904ceb69?source=ifttt--------------2,https://towardsdatascience.com/20-best-vs-code-extensions-for-productive-web-development-in-2020-95bf904ceb69?source=ifttt--------------2,20 Best VS Code Extensions for Productive Web Development in 2020,20 Best VS Code Extensions for Productive Web Development in 2020
"July 5, 2020 at 11:37PM","July 5, 2020 at 11:37PM",https://medium.com/javascript-in-plain-english/how-to-deep-copy-objects-and-arrays-in-javascript-7c911359b089?source=ifttt--------------2,https://medium.com/javascript-in-plain-english/how-to-deep-copy-objects-and-arrays-in-javascript-7c911359b089?source=ifttt--------------2,How to Deep Copy Objects and Arrays in JavaScript,How to Deep Copy Objects and Arrays in JavaScript
"July 5, 2020 at 11:39PM","July 5, 2020 at 11:39PM",https://medium.com/@snowleo208/how-to-create-responsive-table-d1662cb62075?source=ifttt--------------2,https://medium.com/@snowleo208/how-to-create-responsive-table-d1662cb62075?source=ifttt--------------2,How to create responsive table in modern way,How to create responsive table in modern way
"July 5, 2020 at 11:39PM","July 5, 2020 at 11:39PM",https://blog.usejournal.com/the-top-10-youtube-channels-for-product-managers-eea0b92c81c5?source=ifttt--------------2,https://blog.usejournal.com/the-top-10-youtube-channels-for-product-managers-eea0b92c81c5?source=ifttt--------------2,The Top 10 YouTube Channels for Product Managers,The Top 10 YouTube Channels for Product Managers
"July 5, 2020 at 11:40PM","July 5, 2020 at 11:40PM",https://medium.com/@traversymedia/70-job-find-websites-for-developers-other-tech-professionals-34cdb45518be?source=ifttt--------------2,https://medium.com/@traversymedia/70-job-find-websites-for-developers-other-tech-professionals-34cdb45518be?source=ifttt--------------2,70+ Job Find Websites For Developers & Other Tech Professionals,70+ Job Find Websites For Developers & Other Tech Professionals
"July 5, 2020 at 11:44PM","July 5, 2020 at 11:44PM",https://towardsdatascience.com/20-best-visual-studio-code-extensions-for-cloud-native-development-in-2020-e0358e50ba87?source=ifttt--------------2,https://towardsdatascience.com/20-best-visual-studio-code-extensions-for-cloud-native-development-in-2020-e0358e50ba87?source=ifttt--------------2,20 Best Visual Studio Code extensions for Cloud Native Development in 2020,20 Best Visual Studio Code extensions for Cloud Native Development in 2020
"July 5, 2020 at 11:44PM","July 5, 2020 at 11:44PM",https://towardsdatascience.com/the-ultimate-guide-for-data-visualization-c98de0d3158d?source=ifttt--------------2,https://towardsdatascience.com/the-ultimate-guide-for-data-visualization-c98de0d3158d?source=ifttt--------------2,The ultimate guide for Data Visualization,The ultimate guide for Data Visualization
"July 7, 2020 at 06:57PM","July 7, 2020 at 06:57PM",https://medium.com/risan/vue-chart-component-with-chart-js-db85a2d21288?source=ifttt--------------2,https://medium.com/risan/vue-chart-component-with-chart-js-db85a2d21288?source=ifttt--------------2,Vue Chart Component with Chart.js,Vue Chart Component with Chart.js
"July 9, 2020 at 09:57AM","July 9, 2020 at 09:57AM",https://medium.com/swlh/10-dilbert-strips-that-show-a-product-managers-life-ae0fcc7aa1b3?source=ifttt--------------2,https://medium.com/swlh/10-dilbert-strips-that-show-a-product-managers-life-ae0fcc7aa1b3?source=ifttt--------------2,10 Dilbert strips that show a Product Manager's life,10 Dilbert strips that show a Product Manager's life
"July 10, 2020 at 12:52AM","July 10, 2020 at 12:52AM",https://medium.com/better-programming/how-to-use-mixins-in-you-vue-js-apps-b3cf6638cb03?source=ifttt--------------2,https://medium.com/better-programming/how-to-use-mixins-in-you-vue-js-apps-b3cf6638cb03?source=ifttt--------------2,How To Use Mixins in Your Vue.js Apps,How To Use Mixins in Your Vue.js Apps
"July 11, 2020 at 12:13AM","July 11, 2020 at 12:13AM",https://medium.com/javascript-in-plain-english/19-simple-javascript-coding-standards-to-keep-your-code-clean-7422d6f9bc0?source=ifttt--------------2,https://medium.com/javascript-in-plain-english/19-simple-javascript-coding-standards-to-keep-your-code-clean-7422d6f9bc0?source=ifttt--------------2,19 simple JavaScript coding standards to keep your code clean,19 simple JavaScript coding standards to keep your code clean
